Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2016-10-21 10:00:00.000 +0200,Light Rain,rain,10.36111111,10.36111111,0.85,18.4345,153,9.7566,0,1014.43,Rain throughout the day.
2016-10-21 11:00:00.000 +0200,Light Rain,rain,11.25,11.25,0.85,16.744,159,9.7083,0,1014.36,Rain throughout the day.
2016-10-21 12:00:00.000 +0200,Light Rain,rain,11.15555556,11.15555556,0.88,16.3898,163,9.6117,0,1014.23,Rain throughout the day.
2016-10-21 13:00:00.000 +0200,Light Rain,rain,11.85555556,11.85555556,0.86,18.998,168,5.9087,0,1013.81,Rain throughout the day.
2016-10-21 14:00:00.000 +0200,Light Rain,rain,11.58333333,11.58333333,0.9,16.1,169,7.3094,0,1013.53,Rain throughout the day.
2016-10-21 15:00:00.000 +0200,Light Rain,rain,11.64444444,11.64444444,0.9,14.2968,164,9.6117,0,1013.4,Rain throughout the day.
2016-10-21 16:00:00.000 +0200,Light Rain,rain,12,12,0.87,13.8299,164,9.7083,0,1013.34,Rain throughout the day.
2016-10-21 17:00:00.000 +0200,Light Rain,rain,11.89444444,11.89444444,0.87,10.8675,163,9.2092,0,1013.45,Rain throughout the day.
2016-10-21 18:00:00.000 +0200,Light Rain,rain,11.24444444,11.24444444,0.9,8.0983,169,4.025,0,1013.61,Rain throughout the day.
2016-10-21 19:00:00.000 +0200,Light Rain,rain,11.51111111,11.51111111,0.89,7.7602,171,6.8586,0,1013.66,Rain throughout the day.
2016-10-21 20:00:00.000 +0200,Light Rain,rain,10.84444444,10.84444444,0.93,5.9409,186,5.7799,0,1013.85,Rain throughout the day.
2016-10-21 21:00:00.000 +0200,Light Rain,rain,10.56111111,10.56111111,0.94,2.8497,199,4.83,0,1013.92,Rain throughout the day.
2016-10-21 22:00:00.000 +0200,Light Rain,rain,10.23333333,10.23333333,0.96,1.8998,236,4.83,0,1014.03,Rain throughout the day.
2016-10-21 23:00:00.000 +0200,Rain,rain,9.738888889,9.738888889,0.96,4.2826,286,4.6529,0,1014.1,Rain throughout the day.
2016-10-22 00:00:00.000 +0200,Rain,rain,9.288888889,8.244444444,0.95,7.728,314,4.4919,0,1014.09,Rain until morning.
2016-10-22 01:00:00.000 +0200,Rain,rain,8.738888889,6.994444444,0.95,10.8192,316,3.1395,0,1014.12,Rain until morning.
2016-10-22 02:00:00.000 +0200,Rain,rain,8.205555556,6.105555556,0.95,12.2843,314,5.5062,0,1014.19,Rain until morning.
2016-10-22 03:00:00.000 +0200,Light Rain,rain,7.888888889,5.727777778,0.94,12.2521,311,3.2844,0,1014.37,Rain until morning.
2016-10-22 04:00:00.000 +0200,Light Rain,rain,7.45,5.044444444,0.94,13.2664,308,4.2021,0,1014.51,Rain until morning.
2016-10-22 05:00:00.000 +0200,Light Rain,rain,7.233333333,4.988888889,0.94,11.9462,305,4.0572,0,1014.8,Rain until morning.
2016-10-22 06:00:00.000 +0200,Light Rain,rain,7.088888889,4.588888889,0.92,13.3308,298,6.0214,0,1015.07,Rain until morning.
2016-10-22 07:00:00.000 +0200,Light Rain,rain,6.811111111,4.266666667,0.93,13.202,293,5.9731,0,1015.45,Rain until morning.
2016-10-22 08:00:00.000 +0200,Light Rain,rain,7.055555556,4.605555556,0.91,12.9444,297,5.7316,0,1015.97,Rain until morning.
2016-10-22 09:00:00.000 +0200,Drizzle,rain,8.033333333,5.766666667,0.88,13.1698,291,8.0017,0,1016.63,Rain until morning.
2016-10-22 10:00:00.000 +0200,Partly Cloudy,rain,9.661111111,7.772222222,0.8,13.0249,299,9.982,0,1016.96,Rain until morning.
2016-10-22 11:00:00.000 +0200,Clear,rain,11.07777778,11.07777778,0.73,12.397,302,15.1823,0,1017.3,Rain until morning.
2016-10-22 12:00:00.000 +0200,Clear,null,12.65,12.65,0.67,11.2217,303,16.1,0,1017.52,Rain until morning.
2016-10-22 13:00:00.000 +0200,Clear,null,13.51111111,13.51111111,0.59,10.6099,301,16.1,0,1017.69,Rain until morning.
2016-10-22 14:00:00.000 +0200,Clear,null,14.19444444,14.19444444,0.54,8.2432,292,15.5526,0,1017.81,Rain until morning.
2016-10-22 15:00:00.000 +0200,Clear,null,14,14,0.56,8.0983,298,10.2557,0,1017.87,Rain until morning.
2016-10-22 16:00:00.000 +0200,Clear,null,13.34444444,13.34444444,0.56,5.1842,298,16.1,0,1018.1,Rain until morning.
2016-10-22 17:00:00.000 +0200,Clear,null,12.18333333,12.18333333,0.64,2.9946,295,15.5526,0,1018.28,Rain until morning.
2016-10-22 18:00:00.000 +0200,Clear,null,10.01666667,10.01666667,0.7,1.4168,319,16.1,0,1018.53,Rain until morning.
2016-10-22 19:00:00.000 +0200,Clear,null,8.227777778,8.227777778,0.77,1.0787,69,16.1,0,1018.97,Rain until morning.
2016-10-22 20:00:00.000 +0200,Clear,null,7.194444444,7.194444444,0.8,3.1395,122,15.1823,0,1019.3,Rain until morning.
2016-10-22 21:00:00.000 +0200,Clear,null,6.938888889,6.938888889,0.81,4.4758,132,15.134,0,1019.51,Rain until morning.
2016-10-22 22:00:00.000 +0200,Clear,null,6.544444444,5.555555556,0.82,5.8604,136,11.8979,0,1019.78,Rain until morning.
2016-10-22 23:00:00.000 +0200,Clear,null,5.972222222,5.072222222,0.83,5.3452,146,7.728,0,1020.01,Rain until morning.
2016-10-23 00:00:00.000 +0200,Clear,null,5.4,4.288888889,0.81,5.7316,141,5.796,0,1019.97,Foggy starting overnight continuing until morning.
2016-10-23 01:00:00.000 +0200,Clear,null,4.783333333,3.4,0.84,6.279,141,4.5241,0,1020.02,Foggy starting overnight continuing until morning.
2016-10-23 02:00:00.000 +0200,Foggy,null,4.194444444,2.533333333,0.87,6.8586,142,2.4633,0,1020.1,Foggy starting overnight continuing until morning.
2016-10-23 03:00:00.000 +0200,Foggy,null,3.927777778,2.15,0.9,7.1001,141,0.805,0,1020.07,Foggy starting overnight continuing until morning.
2016-10-23 04:00:00.000 +0200,Foggy,null,3.472222222,1.611111111,0.92,7.1323,140,0.4186,0,1020,Foggy starting overnight continuing until morning.
2016-10-23 05:00:00.000 +0200,Foggy,null,3.527777778,1.683333333,0.94,7.1001,139,0.2737,0,1020,Foggy starting overnight continuing until morning.
2016-10-23 06:00:00.000 +0200,Foggy,null,3.727777778,2.005555556,0.95,6.8103,138,1.2558,0,1020.13,Foggy starting overnight continuing until morning.
2016-10-23 07:00:00.000 +0200,Foggy,null,4.088888889,2.566666667,0.96,6.3756,135,1.4973,0,1020.35,Foggy starting overnight continuing until morning.
2016-10-23 08:00:00.000 +0200,Foggy,null,4.805555556,3.466666667,0.94,6.1502,133,1.5939,0,1020.57,Foggy starting overnight continuing until morning.
2016-10-23 09:00:00.000 +0200,Foggy,null,6.2,4.977777778,0.9,6.4561,135,1.7549,0,1020.75,Foggy starting overnight continuing until morning.
2016-10-23 10:00:00.000 +0200,Foggy,null,8.094444444,7.011111111,0.84,7.0357,138,2.7531,0,1020.91,Foggy starting overnight continuing until morning.
2016-10-23 11:00:00.000 +0200,Mostly Cloudy,null,9.888888889,8.983333333,0.79,7.5509,141,4.508,0,1021.02,Foggy starting overnight continuing until morning.
2016-10-23 12:00:00.000 +0200,Mostly Cloudy,null,11.41666667,11.41666667,0.75,7.8246,144,6.0053,0,1021.06,Foggy starting overnight continuing until morning.
2016-10-23 13:00:00.000 +0200,Mostly Cloudy,null,12.73888889,12.73888889,0.72,7.9695,146,8.9999,0,1021.05,Foggy starting overnight continuing until morning.
2016-10-23 14:00:00.000 +0200,Mostly Cloudy,null,13.50555556,13.50555556,0.71,7.9695,147,9.9981,0,1021.01,Foggy starting overnight continuing until morning.
2016-10-23 15:00:00.000 +0200,Partly Cloudy,null,13.53333333,13.53333333,0.72,7.6958,148,9.9981,0,1020.93,Foggy starting overnight continuing until morning.
2016-10-23 16:00:00.000 +0200,Clear,null,13.10555556,13.10555556,0.76,7.2289,148,9.9981,0,1020.82,Foggy starting overnight continuing until morning.
2016-10-23 17:00:00.000 +0200,Clear,null,12.53888889,12.53888889,0.79,6.8103,148,9.9981,0,1020.79,Foggy starting overnight continuing until morning.
2016-10-23 18:00:00.000 +0200,Clear,null,11.69444444,11.69444444,0.83,6.5366,147,8.5008,0,1020.92,Foggy starting overnight continuing until morning.
2016-10-23 19:00:00.000 +0200,Clear,null,10.68333333,10.68333333,0.87,6.4078,145,8.9999,0,1021.14,Foggy starting overnight continuing until morning.
2016-10-23 20:00:00.000 +0200,Clear,null,9.783333333,9.1,0.9,6.5366,145,8.0017,0,1021.38,Foggy starting overnight continuing until morning.
2016-10-23 21:00:00.000 +0200,Clear,null,9.1,8.155555556,0.91,7.1323,148,4.508,0,1021.64,Foggy starting overnight continuing until morning.
2016-10-23 22:00:00.000 +0200,Foggy,null,8.522222222,7.327777778,0.92,7.7924,151,0.2737,0,1021.91,Foggy starting overnight continuing until morning.
2016-10-23 23:00:00.000 +0200,Foggy,null,7.994444444,6.588888889,0.92,8.3398,152,0.1771,0,1022.16,Foggy starting overnight continuing until morning.
2016-10-24 00:00:00.000 +0200,Foggy,null,7.4,5.822222222,0.93,8.6457,153,0.0966,0,1022.32,Foggy until morning.
2016-10-24 01:00:00.000 +0200,Foggy,null,6.816666667,5.066666667,0.94,8.9516,153,0.0805,0,1022.52,Foggy until morning.
2016-10-24 02:00:00.000 +0200,Foggy,null,6.244444444,4.327777778,0.94,9.2092,154,0.0483,0,1022.71,Foggy until morning.
2016-10-24 03:00:00.000 +0200,Foggy,null,6.111111111,4.072222222,0.95,9.66,153,0.0483,0,1022.74,Foggy until morning.
2016-10-24 04:00:00.000 +0200,Foggy,null,6.144444444,3.988888889,0.95,10.2557,154,0.2415,0,1022.7,Foggy until morning.
2016-10-24 05:00:00.000 +0200,Foggy,null,6.366666667,4.122222222,0.95,10.9319,155,0.6118,0,1022.74,Foggy until morning.
2016-10-24 06:00:00.000 +0200,Foggy,null,6.7,4.461111111,0.96,11.27,156,0.0483,0,1022.93,Foggy until morning.
2016-10-24 07:00:00.000 +0200,Foggy,null,6.955555556,4.733333333,0.96,11.4632,158,0.0483,0,1023.19,Foggy until morning.
2016-10-24 08:00:00.000 +0200,Foggy,null,7.761111111,5.583333333,0.94,12.2038,161,2.2057,0,1023.41,Foggy until morning.
2016-10-24 09:00:00.000 +0200,Mostly Cloudy,null,9.3,7.183333333,0.89,14.0875,164,6.0053,0,1023.6,Foggy until morning.
2016-10-24 10:00:00.000 +0200,Overcast,null,11.46666667,11.46666667,0.83,15.7297,166,8.0017,0,1023.74,Foggy until morning.
2016-10-24 11:00:00.000 +0200,Mostly Cloudy,null,13.36666667,13.36666667,0.77,16.3093,169,8.1305,0,1023.8,Foggy until morning.
2016-10-24 12:00:00.000 +0200,Mostly Cloudy,null,15.00555556,15.00555556,0.72,16.4381,173,8.6296,0,1023.74,Foggy until morning.
2016-10-24 13:00:00.000 +0200,Partly Cloudy,null,16.4,16.4,0.69,16.0517,178,9.1287,0,1023.59,Foggy until morning.
2016-10-24 14:00:00.000 +0200,Partly Cloudy,null,17.21666667,17.21666667,0.67,15.5848,180,9.6278,0,1023.41,Foggy until morning.
2016-10-24 15:00:00.000 +0200,Clear,null,17.25,17.25,0.68,14.8603,179,9.9981,0,1023.18,Foggy until morning.
2016-10-24 16:00:00.000 +0200,Clear,null,16.71111111,16.71111111,0.72,13.6206,174,9.9981,0,1022.91,Foggy until morning.
2016-10-24 17:00:00.000 +0200,Clear,null,15.95,15.95,0.75,13.0571,168,9.9981,0,1022.74,Foggy until morning.
2016-10-24 18:00:00.000 +0200,Partly Cloudy,null,15.07777778,15.07777778,0.79,13.6528,163,9.9981,0,1022.75,Foggy until morning.
2016-10-24 19:00:00.000 +0200,Partly Cloudy,null,14.12777778,14.12777778,0.82,14.7637,160,9.9981,0,1022.88,Foggy until morning.
2016-10-24 20:00:00.000 +0200,Mostly Cloudy,null,13.3,13.3,0.84,15.5687,158,9.9981,0,1023,Foggy until morning.
2016-10-24 21:00:00.000 +0200,Mostly Cloudy,null,12.66111111,12.66111111,0.85,16.4864,159,9.9981,0,1023.12,Foggy until morning.
2016-10-24 22:00:00.000 +0200,Mostly Cloudy,null,12.08333333,12.08333333,0.85,17.3075,161,9.9981,0,1023.24,Foggy until morning.
2016-10-24 23:00:00.000 +0200,Mostly Cloudy,null,11.52777778,11.52777778,0.85,18.032,162,9.9981,0,1023.32,Foggy until morning.
2016-10-25 00:00:00.000 +0200,Mostly Cloudy,null,11.05,11.05,0.85,18.7243,164,9.9981,0,1023.28,Light rain overnight.
2016-10-25 01:00:00.000 +0200,Mostly Cloudy,null,10.60555556,10.60555556,0.85,19.4166,165,9.9981,0,1023.24,Light rain overnight.
2016-10-25 02:00:00.000 +0200,Clear,null,10.16111111,10.16111111,0.86,20.125,166,9.9981,0,1023.2,Light rain overnight.
2016-10-25 03:00:00.000 +0200,Overcast,null,9.855555556,7.2,0.86,20.1089,169,9.9981,0,1023.06,Light rain overnight.
2016-10-25 04:00:00.000 +0200,Overcast,null,9.877777778,7.277777778,0.88,19.5937,171,9.9981,0,1022.94,Light rain overnight.
2016-10-25 05:00:00.000 +0200,Overcast,null,9.988888889,7.483333333,0.89,18.8853,173,9.9981,0,1022.86,Light rain overnight.
2016-10-25 06:00:00.000 +0200,Overcast,null,9.961111111,7.494444444,0.9,18.4345,174,9.9981,0,1022.86,Light rain overnight.
2016-10-25 07:00:00.000 +0200,Overcast,null,9.794444444,7.311111111,0.91,18.2413,173,9.9981,0,1022.91,Light rain overnight.
2016-10-25 08:00:00.000 +0200,Overcast,null,10.18888889,10.18888889,0.9,18.4989,173,9.9981,0,1023,Light rain overnight.
2016-10-25 09:00:00.000 +0200,Mostly Cloudy,null,11.62777778,11.62777778,0.85,19.2717,174,9.9981,0,1023.15,Light rain overnight.
2016-10-25 10:00:00.000 +0200,Mostly Cloudy,null,13.66666667,13.66666667,0.78,19.4971,176,9.9981,0,1023.29,Light rain overnight.
2016-10-25 11:00:00.000 +0200,Mostly Cloudy,null,15.61666667,15.61666667,0.72,19.2073,179,9.9981,0,1023.32,Light rain overnight.
2016-10-25 12:00:00.000 +0200,Mostly Cloudy,null,17.39444444,17.39444444,0.68,18.8531,182,9.9981,0,1023.13,Light rain overnight.
2016-10-25 13:00:00.000 +0200,Mostly Cloudy,null,18.97777778,18.97777778,0.64,18.515,185,9.9981,0,1022.84,Light rain overnight.
2016-10-25 14:00:00.000 +0200,Mostly Cloudy,null,19.84444444,19.84444444,0.63,17.871,187,9.9981,0,1022.55,Light rain overnight.
2016-10-25 15:00:00.000 +0200,Mostly Cloudy,null,19.78888889,19.78888889,0.64,16.7601,185,9.9981,0,1022.3,Light rain overnight.
2016-10-25 16:00:00.000 +0200,Mostly Cloudy,null,19.08888889,19.08888889,0.67,15.0535,182,9.9981,0,1022.05,Light rain overnight.
2016-10-25 17:00:00.000 +0200,Mostly Cloudy,null,18.00555556,18.00555556,0.71,13.6689,177,9.9981,0,1021.84,Light rain overnight.
2016-10-25 18:00:00.000 +0200,Mostly Cloudy,null,16.71111111,16.71111111,0.74,12.7351,170,9.9981,0,1021.68,Light rain overnight.
2016-10-25 19:00:00.000 +0200,Mostly Cloudy,null,15.43888889,15.43888889,0.77,12.4936,165,9.9981,0,1021.57,Light rain overnight.
2016-10-25 20:00:00.000 +0200,Mostly Cloudy,null,14.50555556,14.50555556,0.8,12.0428,164,9.9981,0,1021.49,Light rain overnight.
2016-10-25 21:00:00.000 +0200,Mostly Cloudy,rain,13.88333333,13.88333333,0.82,11.8657,165,9.9981,0,1021.5,Light rain overnight.
2016-10-25 22:00:00.000 +0200,Light Rain,rain,13.26111111,13.26111111,0.84,11.2539,166,9.9981,0,1021.56,Light rain overnight.
2016-10-25 23:00:00.000 +0200,Light Rain,rain,12.63333333,12.63333333,0.86,10.4167,167,9.9981,0,1021.49,Light rain overnight.
2016-10-26 00:00:00.000 +0200,Light Rain,rain,13,13,0.87,10.4489,165,0,0,1021.08,Rain until afternoon.
2016-10-26 01:00:00.000 +0200,Light Rain,rain,12.38888889,12.38888889,0.88,10.6582,160,0,0,1020.68,Rain until afternoon.
2016-10-26 02:00:00.000 +0200,Light Rain,rain,11.68333333,11.68333333,0.9,10.8836,157,0,0,1020.3,Rain until afternoon.
2016-10-26 03:00:00.000 +0200,Light Rain,rain,11.23888889,11.23888889,0.91,9.5795,153,0,0,1019.79,Rain until afternoon.
2016-10-26 04:00:00.000 +0200,Rain,rain,10.84444444,10.84444444,0.93,7.3899,150,0,0,1019.3,Rain until afternoon.
2016-10-26 05:00:00.000 +0200,Rain,rain,10.56111111,10.56111111,0.94,5.2647,146,0,0,1019.04,Rain until afternoon.
2016-10-26 06:00:00.000 +0200,Rain,rain,10.48888889,10.48888889,0.95,3.0912,137,0,0,1019.06,Rain until afternoon.
2016-10-26 07:00:00.000 +0200,Rain,rain,10.63333333,10.63333333,0.95,0.9821,99,0,0,1019.32,Rain until afternoon.
2016-10-26 08:00:00.000 +0200,Rain,rain,10.96111111,10.96111111,0.95,1.932,355,0,0,1019.72,Rain until afternoon.
2016-10-26 09:00:00.000 +0200,Rain,rain,11.5,11.5,0.94,4.2021,1,0,0,1020.24,Rain until afternoon.
2016-10-26 10:00:00.000 +0200,Light Rain,rain,12.28888889,12.28888889,0.92,7.406,8,0,0,1020.9,Rain until afternoon.
2016-10-26 11:00:00.000 +0200,Light Rain,rain,13.25555556,13.25555556,0.9,11.6564,9,0,0,1021.49,Rain until afternoon.
2016-10-26 12:00:00.000 +0200,Light Rain,rain,14.18333333,14.18333333,0.86,15.134,9,0,0,1021.88,Rain until afternoon.
2016-10-26 13:00:00.000 +0200,Drizzle,rain,14.9,14.9,0.83,17.5329,8,0,0,1022.19,Rain until afternoon.
2016-10-26 14:00:00.000 +0200,Drizzle,rain,15.19444444,15.19444444,0.8,18.7243,8,0,0,1022.49,Rain until afternoon.
2016-10-26 15:00:00.000 +0200,Overcast,rain,14.75555556,14.75555556,0.79,18.6116,8,0,0,1022.79,Rain until afternoon.
2016-10-26 16:00:00.000 +0200,Overcast,rain,13.85,13.85,0.78,17.4846,7,0,0,1023.09,Rain until afternoon.
2016-10-26 17:00:00.000 +0200,Mostly Cloudy,null,12.71666667,12.71666667,0.79,16.0678,7,0,0,1023.5,Rain until afternoon.
2016-10-26 18:00:00.000 +0200,Mostly Cloudy,null,11.58333333,11.58333333,0.8,14.812,8,0,0,1023.98,Rain until afternoon.
2016-10-26 19:00:00.000 +0200,Mostly Cloudy,null,10.55555556,10.55555556,0.82,13.7494,10,0,0,1024.48,Rain until afternoon.
2016-10-26 20:00:00.000 +0200,Mostly Cloudy,null,9.733333333,7.838888889,0.83,13.1537,12,0,0,1024.96,Rain until afternoon.
2016-10-26 21:00:00.000 +0200,Partly Cloudy,null,9.005555556,6.9,0.83,13.5562,13,0,0,1025.41,Rain until afternoon.
2016-10-26 22:00:00.000 +0200,Clear,null,8.205555556,5.855555556,0.83,13.9748,13,0,0,1025.85,Rain until afternoon.
2016-10-26 23:00:00.000 +0200,Clear,null,7.3,4.694444444,0.84,14.3451,13,0,0,1026.25,Rain until afternoon.
2016-10-27 00:00:00.000 +0200,Clear,null,7.022222222,4.322222222,0.84,14.5222,13,0,0,1026.57,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 01:00:00.000 +0200,Clear,null,6.083333333,3.155555556,0.84,14.6349,14,0,0,1026.91,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 02:00:00.000 +0200,Clear,null,5.072222222,1.905555556,0.84,14.6832,14,0,0,1027.25,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 03:00:00.000 +0200,Clear,null,4.522222222,1.288888889,0.84,14.3129,11,0,0,1027.41,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 04:00:00.000 +0200,Clear,null,3.916666667,0.627777778,0.84,13.8138,8,0,0,1027.5,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 05:00:00.000 +0200,Clear,null,3.45,0.116666667,0.85,13.4757,6,0,0,1027.66,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 06:00:00.000 +0200,Clear,null,3.055555556,-0.355555556,0.85,13.4274,5,0,0,1028.02,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 07:00:00.000 +0200,Clear,null,2.788888889,-0.7,0.86,13.5401,3,0,0,1028.46,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 08:00:00.000 +0200,Clear,null,3.433333333,0.027777778,0.85,13.8782,3,0,0,1028.88,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 09:00:00.000 +0200,Clear,null,4.666666667,1.411111111,0.8,14.6349,3,0,0,1029.27,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 10:00:00.000 +0200,Clear,null,6.277777778,3.255555556,0.74,15.6009,5,0,0,1029.63,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 11:00:00.000 +0200,Partly Cloudy,null,7.994444444,5.288888889,0.68,16.261,5,0,0,1029.86,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 12:00:00.000 +0200,Partly Cloudy,null,9.994444444,7.738888889,0.65,16.5347,1,0,0,1029.89,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 13:00:00.000 +0200,Partly Cloudy,null,11.85,11.85,0.62,16.6152,355,0,0,1029.79,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 14:00:00.000 +0200,Partly Cloudy,null,13.03333333,13.03333333,0.62,15.9712,352,0,0,1029.72,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 15:00:00.000 +0200,Partly Cloudy,null,12.8,12.8,0.64,13.846,352,0,0,1029.7,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 16:00:00.000 +0200,Clear,null,11.97777778,11.97777778,0.68,10.7065,355,0,0,1029.71,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 17:00:00.000 +0200,Clear,null,10.91111111,10.91111111,0.71,8.0822,3,0,0,1029.86,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 18:00:00.000 +0200,Clear,null,9.722222222,8.927777778,0.73,6.9391,15,0,0,1030.24,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 19:00:00.000 +0200,Clear,null,8.411111111,7.455555556,0.75,6.7459,27,0,0,1030.76,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 20:00:00.000 +0200,Clear,null,7.266666667,6.116666667,0.76,6.7942,33,0,0,1031.22,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 21:00:00.000 +0200,Clear,null,6.344444444,5.1,0.77,6.601,29,0,0,1031.59,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 22:00:00.000 +0200,Clear,null,5.561111111,4.205555556,0.78,6.5527,19,0,0,1031.93,Partly cloudy starting in the morning continuing until afternoon.
2016-10-27 23:00:00.000 +0200,Clear,null,4.9,3.366666667,0.79,6.8103,11,0,0,1032.22,Partly cloudy starting in the morning continuing until afternoon.
2016-10-28 00:00:00.000 +0200,Clear,null,4.655555556,2.916666667,0.8,7.3899,11,0,0,1032.4,Clear throughout the day.
2016-10-28 01:00:00.000 +0200,Clear,null,3.805555556,1.8,0.81,7.8085,11,0,0,1032.58,Clear throughout the day.
2016-10-28 02:00:00.000 +0200,Clear,null,2.944444444,0.711111111,0.81,8.1144,12,0,0,1032.75,Clear throughout the day.
2016-10-28 03:00:00.000 +0200,Clear,null,2.338888889,0.038888889,0.83,7.9695,14,0,0,1032.77,Clear throughout the day.
2016-10-28 04:00:00.000 +0200,Clear,null,1.866666667,-0.416666667,0.84,7.6314,17,0,0,1032.73,Clear throughout the day.
2016-10-28 05:00:00.000 +0200,Clear,null,1.527777778,-0.677777778,0.85,7.2128,20,0,0,1032.82,Clear throughout the day.
2016-10-28 06:00:00.000 +0200,Clear,null,1.255555556,-0.822222222,0.86,6.7137,23,0,0,1033.16,Clear throughout the day.
2016-10-28 07:00:00.000 +0200,Clear,null,1.511111111,-0.344444444,0.86,6.1985,26,0,0,1033.62,Clear throughout the day.
2016-10-28 08:00:00.000 +0200,Clear,null,2.15,0.588888889,0.84,5.6672,28,0,0,1034,Clear throughout the day.
2016-10-28 09:00:00.000 +0200,Clear,null,3.494444444,2.366666667,0.78,5.0715,28,0,0,1034.29,Clear throughout the day.
2016-10-28 10:00:00.000 +0200,Clear,null,5.427777778,5.427777778,0.7,4.347,25,0,0,1034.49,Clear throughout the day.
2016-10-28 11:00:00.000 +0200,Clear,null,7.627777778,7.627777778,0.64,3.3971,18,0,0,1034.5,Clear throughout the day.
2016-10-28 12:00:00.000 +0200,Clear,null,9.866666667,9.866666667,0.59,2.254,354,0,0,1034.23,Clear throughout the day.
2016-10-28 13:00:00.000 +0200,Clear,null,11.78333333,11.78333333,0.55,2.0608,299,0,0,1033.77,Clear throughout the day.
2016-10-28 14:00:00.000 +0200,Clear,null,12.96111111,12.96111111,0.54,3.2039,266,0,0,1033.33,Clear throughout the day.
2016-10-28 15:00:00.000 +0200,Clear,null,12.67777778,12.67777778,0.56,4.4919,253,0,0,1032.94,Clear throughout the day.
2016-10-28 16:00:00.000 +0200,Clear,null,11.70555556,11.70555556,0.6,5.6672,246,0,0,1032.57,Clear throughout the day.
2016-10-28 17:00:00.000 +0200,Clear,null,10.52777778,10.52777778,0.65,6.6493,241,0,0,1032.28,Clear throughout the day.
2016-10-28 18:00:00.000 +0200,Clear,null,9.361111111,8.383333333,0.67,7.4865,236,0,0,1032.16,Clear throughout the day.
2016-10-28 19:00:00.000 +0200,Clear,null,8.111111111,6.744444444,0.7,8.2593,232,0,0,1032.14,Clear throughout the day.
2016-10-28 20:00:00.000 +0200,Clear,null,7.233333333,5.588888889,0.72,8.7906,232,0,0,1032.1,Clear throughout the day.
2016-10-28 21:00:00.000 +0200,Clear,null,6.816666667,5.038888889,0.75,9.0804,235,0,0,1032.04,Clear throughout the day.
2016-10-28 22:00:00.000 +0200,Clear,null,6.683333333,4.855555556,0.77,9.1931,241,0,0,1031.96,Clear throughout the day.
2016-10-28 23:00:00.000 +0200,Partly Cloudy,null,6.594444444,4.633333333,0.8,9.7405,247,0,0,1031.75,Clear throughout the day.
2016-10-29 00:00:00.000 +0200,Partly Cloudy,null,6.477777778,4.222222222,0.83,11.1251,255,0,0,1031.23,Mostly cloudy until evening.
2016-10-29 01:00:00.000 +0200,Partly Cloudy,null,6.011111111,3.377777778,0.86,12.6707,260,0,0,1030.7,Mostly cloudy until evening.
2016-10-29 02:00:00.000 +0200,Partly Cloudy,null,6.138888889,3.288888889,0.89,14.2002,263,0,0,1030.14,Mostly cloudy until evening.
2016-10-29 03:00:00.000 +0200,Partly Cloudy,null,6.272222222,3.483333333,0.9,14.007,269,0,0,1029.55,Mostly cloudy until evening.
2016-10-29 04:00:00.000 +0200,Mostly Cloudy,null,6.45,3.855555556,0.91,13.0571,279,0,0,1028.97,Mostly cloudy until evening.
2016-10-29 05:00:00.000 +0200,Mostly Cloudy,rain,6.577777778,3.961111111,0.92,13.363,286,0,0,1028.52,Mostly cloudy until evening.
2016-10-29 06:00:00.000 +0200,Mostly Cloudy,rain,6.538888889,3.811111111,0.93,14.0231,285,0,0,1028.32,Mostly cloudy until evening.
2016-10-29 07:00:00.000 +0200,Mostly Cloudy,rain,6.55,3.816666667,0.94,14.0231,280,0,0,1028.27,Mostly cloudy until evening.
2016-10-29 08:00:00.000 +0200,Mostly Cloudy,rain,6.988888889,4.327777778,0.92,14.2163,281,0,0,1028.22,Mostly cloudy until evening.
2016-10-29 09:00:00.000 +0200,Mostly Cloudy,rain,8.2,5.683333333,0.87,15.1984,287,0,0,1028.17,Mostly cloudy until evening.
